"","Tip","brLegth"
"824","Maytenus_2568",5.86215
"825","Euonymus_2571",9.169939
"826","Euonymus_2572",0.061444
"827","Euonymus_2573",7.646317
"828","Euonymus_2575",4.571201
"829","Hypericum_2585",16.616657
"830","Triadenum_2586",0.745047
"831","Hypericum_2587",0.745047
"832","Triadenum_2588",3.703341
"833","Hypericum_2589",7.50209
"834","Salix_2609",10.87729
"835","Salix_2610",3.377302
"836","Xylosma_2613",6.136931
"837","Xylosma_2615",6.947179
"838","Drypetes_2620",10.162589
"839","Drypetes_2621",13.265637
"840","Phyllanthus_2632",16.655807
"841","Phyllanthus_2633",13.277667
"842","Sauropus_2634",4.598174
"843","Breynia_2635",2.546744
"844","Sauropus_2636",4.717458
"845","Breynia_2637",8.071108
"846","Phyllanthodendron_2638",8.067288
"847","Phyllanthodendron_2639",3.02208
"848","Phyllanthus_2641",15.885227
"849","Phyllanthus_2642",19.409204
"850","Vernicia_2657",0.100392
"851","Vernicia_2658",2.257241
"852","Euphorbia_2667",23.454317
"853","Euphorbia_2668",14.219716
"854","Rourea_2700",12.84077
"855","Agelaea_2702",11.304011
"856","Rourea_2704",2.294605
"857","Agelaea_2705",2.294605
"858","Sonerila_2735",10.512232
"859","Allomorphia_2745",2.69908
"860","Sonerila_2746",7.269861
"861","Allomorphia_2748",6.963835
"862","Osbeckia_2752",9.804152
"863","Osbeckia_2754",6.231735
"864","Osbeckia_2755",11.648831
"865","Crateva_2766",33.868095
"866","Crateva_2768",31.289652
"867","Cardamine_2776",7.988257
"868","Cardamine_2778",2.400006
"869","Cardamine_2779",7.895517
"870","Megacarpaea_2780",7.895517
"871","Smelowskia_2784",6.361009
"872","Smelowskia_2786",0.118575
"873","Alyssum_2792",5.431036
"874","Megacarpaea_2793",31.226126
"875","Alyssum_2794",25.208779
"876","Arabis_2814",17.514692
"877","Arabis_2815",19.234126
"878","Megacarpaea_2818",13.094946
"879","Tetracme_2825",12.104651
"880","Neotorularia_2826",11.257482
"881","Desideria_2829",8.989229
"882","Desideria_2830",10.177906
"883","Sisymbriopsis_2831",10.177906
"884","Tetracme_2838",8.036329
"885","Sisymbriopsis_2839",8.036329
"886","Neotorularia_2840",17.846089
"887","Dontostemon_2841",11.945314
"888","Dontostemon_2843",12.034396
"889","Daphne_2867",0.503547
"890","Daphne_2868",3.62574
"891","Daphne_2870",15.329799
"892","Wikstroemia_2872",4.553591
"893","Wikstroemia_2873",6.829297
"894","Diplodiscus_2882",10.332784
"895","Diplodiscus_2884",12.864972
"896","Malva_2892",3.742126
"897","Malva_2893",3.742127
"898","Microcos_2907",1.029848
"899","Microcos_2908",7.041103
"900","Shorea_2917",14.057351
"901","Shorea_2918",15.412357
"902","Xerospermum_2937",8.928113
"903","Xerospermum_2938",8.157961
"904","Dysoxylum_2945",28.353297
"905","Dysoxylum_2949",10.335213
"906","Aglaia_2951",5.242255
"907","Aglaia_2953",2.401518
"908","Dysoxylum_2954",9.251735
"909","Melicope_2965",5.055961
"910","Melicope_2966",11.928174
"911","Zanthoxylum_2967",10.610427
"912","Zanthoxylum_2968",10.937537
"913","Zanthoxylum_2970",9.148247
"914","Murraya_2971",9.148247
"915","Zanthoxylum_2972",1.458935
"916","Murraya_2977",17.616421
"917","Murraya_2981",16.932625
"918","Cotinus_2997",19.192331
"919","Semecarpus_2999",15.15349
"920","Semecarpus_3001",12.006874
"921","Rhus_3003",11.204491
"922","Cotinus_3004",11.204491
"923","Rhus_3007",14.755137
"924","Cayratia_3023",38.624456
"925","Cayratia_3024",32.80673
